Restaurant name,Restaurants url,Address,bhdlf,Cuisines,xnmdg,bhdlf2,xnmdg3,no. of review,bhpnc,review URL,Review 1,Review food 1,ewmdv_URL5,Review 2,Review food 2,Latlng
110. Escape Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7938187-Reviews-Escape_Restaurant-Singapore.html,1 Farrer Park Station Road Connexion One Farrer Hotel|Singapore 217562 Singapore,Open Now,Steakhouse,Open Now,$$ - $$$,Steakhouse,379 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d7938187-r820831754-Escape_Restaurant-Singapore.html,“The crab bisque and calamari were fantastic too.”,crab,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d7938187-r816504584-Escape_Restaurant-Singapore.html,“... & helpful Need to Pre Book Fresh Oyster Looking forward for next visit so...”,Oyster,1.31264476602917|103.854018095117
Gio - Gourmet Italian Osteria,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d23239632-Reviews-Gio_Gourmet_Italian_Osteria-Singapore.html,27 Tanjong Pagar Road|Singapore 088450 Singapore,Open Now,Italian|Mediterranean,Open Now,$$ - $$$,Italian|Mediterranean,22 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d23239632-r827802782-Gio_Gourmet_Italian_Osteria-Singapore.html,“GREAT ITALIAN FOOD PREPARED BY ITALIAN...”,,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d23239632-r825331932-Gio_Gourmet_Italian_Osteria-Singapore.html,“OUTSTANDING ITALIAN FOOD”,,1.27938323639443|103.844099881771
111. Fleur De Sel Le Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4887856-Reviews-Fleur_De_Sel_Le_Restaurant-Singapore.html,64 Tras Street #01-01|Singapore 079003 Singapore,Closed Now,French|European,French|European,$$$$,$$$$,257 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d4887856-r815631460-Fleur_De_Sel_Le_Restaurant-Singapore.html,“We especially enjoyed Le Homard and Le Foie Gras de Canard|and to our surpri...”,Homard,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d4887856-r783307114-Fleur_De_Sel_Le_Restaurant-Singapore.html,“I hope they get a Michelin star in recognition of their quality.”,Michelin star,1.2777749647295|103.844109390182
112. Bar Square,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d23071815-Reviews-Bar_Square-Singapore.html,5 Fraser Street Andaz Singapore|Singapore 189354 Singapore,Open Now,Bar,Open Now,$$$$,Bar,73 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d23071815-r832791604-Bar_Square-Singapore.html,“Lovely Night at Bar Square”,,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d23071815-r832716580-Bar_Square-Singapore.html,“Dinner and cocktails”,,1.29915739776463|103.858020324447
113. Les Amis,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1102463-Reviews-Les_Amis-Singapore.html,1 Scotts Road #01-16 Shaw Centre|Singapore 228208 Singapore,Closed Now,French,French,$$$$,$$$$,493 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d1102463-r814804269-Les_Amis-Singapore.html,“I was also given a couple of “finger food” and amuse bouche to whet my appeti...”,amuse bouche,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d1102463-r825666407-Les_Amis-Singapore.html,“Best fine dining in SGP”,,1.30618594739077|103.831980208498
114. Aromas of India,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3824056-Reviews-Aromas_of_India-Singapore.html,60 Race Course Road|Singapore 218567 Singapore,Open Now,Indian|Asian,Open Now,$$ - $$$,Indian|Asian,492 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d3824056-r671802127-Aromas_of_India-Singapore.html,“Fantastic food!”,Fantastic food,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d3824056-r771536648-Aromas_of_India-Singapore.html,““Poppadoms with THREE sauces and bonus onion bhajis today to set us off!” “th...”,Poppadoms,1.30845104495699|103.851155021653
115. Beirut Grill,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2167406-Reviews-Beirut_Grill-Singapore.html,72 Bussorah Street|Singapore 199485 Singapore,Open Now,Lebanese|Mediterranean,Open Now,$$ - $$$,Lebanese|Mediterranean,611 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2167406-r677030005-Beirut_Grill-Singapore.html,“Outstanding Lebanese Meal in Singapore Arab Quarter”,Lebanese,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2167406-r675606366-Beirut_Grill-Singapore.html,“Delicious hummus|cool atmosphere”,hummus,1.30081474017659|103.8599572091
The Line,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d781864-Reviews-The_Line-Singapore.html,22 Orange Grove Road Shangri-La Hotel Tower Wing|Lower Lobby|Singapore 258350 Singapore,Closed Now,Seafood|Asian,Seafood|Asian,$$ - $$$,$$ - $$$,"3,091 reviews",Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d781864-r831007201-The_Line-Singapore.html,“... was soft snow crab was delicious de...”,crab,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d781864-r819234188-The_Line-Singapore.html,“... like the yummy local delight - laksa.”,laksa,1.3112474084414|103.826756760766
116. SKAI,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15123886-Reviews-SKAI-Singapore.html,2 Stamford Road|Singapore 178882 Singapore,Opens in 6 min,Grill|Contemporary,Opens in 6 min,$$$$,Grill|Contemporary,900 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d15123886-r819346927-SKAI-Singapore.html,“Seared tuna main is perfectly seared with the luscious pink beckoning you.”,tuna,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d15123886-r781376790-SKAI-Singapore.html,“For the appetiser|had the melon with serano ham and chopped tuna dishes.”,tuna,1.29331109246834|103.853382475099
117. Dumplings.ru,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d18815900-Reviews-Dumplings_ru-Singapore.html,32 Maxwell Road Tanjong Pagar Mrt Station Tanjong Pagar Exit B|Singapore 069115 Singapore,Closed Now,Russian|Eastern European,Russian|Eastern European,$$ - $$$,$$ - $$$,124 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d18815900-r827775532-Dumplings_ru-Singapore.html,“My fav was the lamb dumpling.”,lamb,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d18815900-r823620774-Dumplings_ru-Singapore.html,“The dumplings featured beef|chicken|pork and lamb|and various combinations...”,beef,1.2773451122349|103.846329050735
118. Pistachio Middle Eastern & Mediterranean Grill,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10460729-Reviews-Pistachio_Middle_Eastern_Mediterranean_Grill-Singapore.html,501 Orchard Road Wheelock Place #02 -04/05 Wheelock Place|Singapore 238880 Singapore,Closes in 6 min,Mediterranean|Middle Eastern,Mediterranean|Middle Eastern,$$ - $$$,$$ - $$$,486 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d10460729-r777751132-Pistachio_Middle_Eastern_Mediterranean_Grill-Singapore.html,“We had the Iskandarani Kebabs|Cheese Pita breads|Pistachio salad|Hummus an...”,salad,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d10460729-r761581368-Pistachio_Middle_Eastern_Mediterranean_Grill-Singapore.html,“... beef kebab|the sauce for the salad|the freshly made saffron rice and th...”,salad,1.3045363597328|103.830714231109
119. Kucina Italian Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10837651-Reviews-Kucina_Italian_Restaurant-Singapore.html,11 Tanjong Katong Road|Kinex|Floor B1 Unit 09 10 Kinex mall|Singapore 437157 Singapore,Open Now,Italian|Pizza,Open Now,$$ - $$$,Italian|Pizza,194 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d10837651-r788101568-Kucina_Italian_Restaurant-Singapore.html,“... not many places in Singapore can do tortellini justice I gave it a shot.”,tortellini,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d10837651-r787610080-Kucina_Italian_Restaurant-Singapore.html,“... I shared 3 different dishes - the platter|La Fungi Pizza and tortellini.”,tortellini,1.31461849889242|103.894738004496
120. The Lighthouse Restaurant & Rooftop Bar,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2063023-Reviews-The_Lighthouse_Restaurant_Rooftop_Bar-Singapore.html,1 Fullerton Square Fullerton Hotel The Fullerton Hotel|Singapore 049178 Singapore,Closed Now,Italian|European,Italian|European,$$$$,$$$$,692 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2063023-r730747790-The_Lighthouse_Restaurant_Rooftop_Bar-Singapore.html,“... start repeating tasting menu dishes.”,tasting menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2063023-r729799966-The_Lighthouse_Restaurant_Rooftop_Bar-Singapore.html,“... as a birthday treat and we were not...”,birthday treat,1.28613061272938|103.853043454038
Torio Japanese Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15590971-Reviews-Torio_Japanese_Restaurant-Singapore.html,50 Tiong Bahru Road #01-01 Link Hotel|Singapore 168733 Singapore,Closed Now,Japanese|Sushi,Japanese|Sushi,$$$$,$$$$,70 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d15590971-r825624234-Torio_Japanese_Restaurant-Singapore.html,“... 2 of us ordered their Omakase lunch while another 2 had their Wagyu don.”,Wagyu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d15590971-r807455692-Torio_Japanese_Restaurant-Singapore.html,“The sushi bar is quite large perhaps a sitting for 15-18 people with no socia...”,sushi,1.28487239482043|103.834290651541
Chef's Table by Chef Stephan Zoisl,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8582472-Reviews-Chef_s_Table_by_Chef_Stephan_Zoisl-Singapore.html,61 Tras Street|Singapore 079000 Singapore,Closed Now,French|European,French|European,$$$$,$$$$,443 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d8582472-r785898497-Chef_s_Table_by_Chef_Stephan_Zoisl-Singapore.html,"“There are three tasting menu options 4,6 or 8 courses.”",tasting menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d8582472-r778291967-Chef_s_Table_by_Chef_Stephan_Zoisl-Singapore.html,“We ordered the 8-course tasting menu -- all of us loved it.”,course tasting menu,1.2778017500758|103.844486775431
121. Flutes,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d796717-Reviews-Flutes-Singapore.html,93 Stamford Road National Museum of Singapore|Singapore 178897 Singapore,Closed Now,European,European,$$$$,$$$$,566 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d796717-r666258527-Flutes-Singapore.html,“Roast Beef Sunday Lunch”,Beef,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d796717-r827586233-Flutes-Singapore.html,“... delicious especially for the laksa noodles and the beef were nicely cook.”,beef,1.29678050415467|103.848412787752
122. Wine & Chef,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12089545-Reviews-Wine_Chef-Singapore.html,7 Keong Saik Road 01-01|Singapore 089115 Singapore,Closes in 6 min,Wine Bar|European,Wine Bar|European,$$ - $$$,$$ - $$$,417 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d12089545-r814433617-Wine_Chef-Singapore.html,“The duck confit paired well with the co...”,duck,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d12089545-r787228725-Wine_Chef-Singapore.html,“... the Uni Squid Ink Pasta and Pork Jo...”,Squid Ink Pasta,1.27935760444802|103.841392462186
123. Peppermint,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d929185-Reviews-Peppermint-Singapore.html,6 Raffles Boulevard Marina Square Level 4 of PARKROYAL COLLECTION Marina Bay|Singapore 039594 Singapore,Closed Now,Seafood|Asian,Seafood|Asian,$$ - $$$,$$ - $$$,907 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d929185-r813293179-Peppermint-Singapore.html,“... to perfection; the stir fried clams and braised meat rice were nice too|...”,clams,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d929185-r829697653-Peppermint-Singapore.html,“... ayam keluak and beef brisket rendang.”,beef,1.29098168416984|103.857647591675
124. Black Tap - Singapore,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15070760-Reviews-Black_Tap_Singapore-Singapore.html,10 Bayfront Avenue Marina Bay Sands|Singapore 018956 Singapore,Open Now,American|Bar,Open Now,$$ - $$$,American|Bar,465 reviews,,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d15070760-r825486527-Black_Tap_Singapore-Singapore.html,“Loved the Salad|burger and texan chicken wings.”,Salad,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d15070760-r823037451-Black_Tap_Singapore-Singapore.html,“Super delicious burgers|salad|chicken wings|and shakes.. service is friend...”,salad,1.28257452719679|103.858562162091
125. The Dim Sum Place,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13322650-Reviews-The_Dim_Sum_Place-Singapore.html,791 North Bridge Road|Singapore 198759 Singapore,Open Now,Chinese,Open Now,$$ - $$$,Chinese,218 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d13322650-r729962382-The_Dim_Sum_Place-Singapore.html,“Will definitely come back again?? Served by Ms Yimon.”,Ms,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d13322650-r825254181-The_Dim_Sum_Place-Singapore.html,“... well and very flavourful|the rice was so good we took the leftovers with...”,rice,1.3040229427592|103.860131757318
Torio Japanese Restaurant,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15590971-Reviews-Torio_Japanese_Restaurant-Singapore.html,50 Tiong Bahru Road #01-01 Link Hotel|Singapore 168733 Singapore,Closed Now,Japanese|Sushi,Japanese|Sushi,$$$$,$$$$,70 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d15590971-r825624234-Torio_Japanese_Restaurant-Singapore.html,“... 2 of us ordered their Omakase lunch while another 2 had their Wagyu don.”,Wagyu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d15590971-r807455692-Torio_Japanese_Restaurant-Singapore.html,“The sushi bar is quite large perhaps a sitting for 15-18 people with no socia...”,sushi,1.28487239482043|103.834290651541
126. Ramen Nagi,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13001810-Reviews-Ramen_Nagi-Singapore.html,9 Temasek Boulevard Suntec Tower Two #01-512/513|Suntec Tower 2|Singapore 038989 Singapore,Closes in 6 min,Japanese|Asian,Japanese|Asian,$$ - $$$,$$ - $$$,236 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d13001810-r769050558-Ramen_Nagi-Singapore.html,“TOP 3 Ramen in Singapore”,,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d13001810-r768230779-Ramen_Nagi-Singapore.html,“One of the best ramen in SG|next best to...”,,1.29559492037457|103.858968011896
127. The Curry Culture,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3512529-Reviews-The_Curry_Culture-Singapore.html,31 Cuppage Road Cuppage Terrace Cuppage Rd|Singapore 229457 Singapore,Closed Now,Indian|Asian,Indian|Asian,$$ - $$$,$$ - $$$,"1,083 reviews",,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d3512529-r736224605-The_Curry_Culture-Singapore.html,“Fantastic Indian - Highly Recommended”,Indian,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d3512529-r746195996-The_Curry_Culture-Singapore.html,“I ordered vindaloo and after some discu...”,vindaloo,1.30210264135418|103.840271861149
128. Bread Street Kitchen - Singapore,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8132528-Reviews-Bread_Street_Kitchen_Singapore-Singapore.html,2 Bayfront Avenue Floor 01 Marina Bay Sands 81 The Shoppes at Marina Bay Sands|Singapore 018972 Singapore,$$ - $$$,European|British,European|British,$$ - $$$,$$ - $$$,"1,901 reviews",Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d8132528-r826295675-Bread_Street_Kitchen_Singapore-Singapore.html,“... with good friendly service staff and the best Sunday roast in town.”,Sunday roast,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d8132528-r822518905-Bread_Street_Kitchen_Singapore-Singapore.html,“... salad|sirloin|truffle mash potato and go for the cheesecake for dessert!”,cheesecake,1.28332249857386|103.857629111139
129. Wakanui Grill Dining Singapore,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6114868-Reviews-Wakanui_Grill_Dining_Singapore-Singapore.html,5 Straits View The Heart #04-02|Marina One The Heart West Tower|Singapore 049858 Singapore,Closes in 6 min,Steakhouse|New Zealand,Steakhouse|New Zealand,$$$$,$$$$,207 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d6114868-r758947977-Wakanui_Grill_Dining_Singapore-Singapore.html,“Both of our starters were really delicate (lamb and salmon)|the ribeye was p...”,salmon,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d6114868-r788246926-Wakanui_Grill_Dining_Singapore-Singapore.html,“Fantastic steak and red wine”,steak,1.28792333360911|103.849239744016
130. Summer Palace,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3952264-Reviews-Summer_Palace-Singapore.html,1 Cuscaden Road The Regent Singapore 3F The Regent Singapore|Singapore 249715 Singapore,Closed Now,Chinese|Asian,Chinese|Asian,$$$$,$$$$,260 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d3952264-r783961412-Summer_Palace-Singapore.html,“The lobster with almond and rice crumbs was top of the world.”,lobster,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d3952264-r750944735-Summer_Palace-Singapore.html,“... :P Dimsum dishes - we tried the lobster dumplings|siewmai|steamed pork ...”,lobster,1.30467322841853|103.8248973649
131. Stellar at 1-Altitude,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1863524-Reviews-Stellar_at_1_Altitude-Singapore.html,1 Raffles Place Floor 62 One Raffles Place|Singapore 048616 Singapore,Closes in 6 min,Contemporary,Contemporary,$$$$,$$$$,722 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d1863524-r828056158-Stellar_at_1_Altitude-Singapore.html,“Great experience!”,,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d1863524-r821261970-Stellar_at_1_Altitude-Singapore.html,“Good Anniversary Experience”,,1.28433994320248|103.850982346718
132. Tea Lounge at Regent Singapore,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4820274-Reviews-Tea_Lounge_at_Regent_Singapore-Singapore.html,1 Cuscaden Road The Regent Singapore|Singapore 249715 Singapore,Open Now,International,Open Now,$$ - $$$,International,408 reviews,Menu,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d4820274-r825911770-Tea_Lounge_at_Regent_Singapore-Singapore.html,“For instance the bak kwa quiche blew me...”,quiche,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d4820274-r816460074-Tea_Lounge_at_Regent_Singapore-Singapore.html,“... tea was excellent..the cakes all.was”,cakes,1.30467322841853|103.8248973649
